Filename,CamId,Year,Latitude,Longitude,Month,Day,Timezone,Hour,Min,TempM,TempI
20120603_074140.jpg,684,2012,37.2979,-79.9877,6,3,-5,1,54,13.3,55.9
20120603_134139.jpg,684,2012,37.2979,-79.9877,6,3,-5,7,54,14.4,57.9
20120603_171139.jpg,684,2012,37.2979,-79.9877,6,3,-5,9,54,18.9,66.0
20120603_211139.jpg,684,2012,37.2979,-79.9877,6,3,-5,13,54,23.3,73.9
20120604_104138.jpg,684,2012,37.2979,-79.9877,6,4,-5,4,54,17.2,63.0
20120604_191139.jpg,684,2012,37.2979,-79.9877,6,4,-5,11,54,25.0,77.0
20120604_201140.jpg,684,2012,37.2979,-79.9877,6,4,-5,12,54,26.1,79.0
20120604_194140.jpg,684,2012,37.2979,-79.9877,6,4,-5,13,54,26.0,78.8
20120605_134139.jpg,684,2012,37.2979,-79.9877,6,5,-5,7,54,15.6,60.1
20120605_181139.jpg,684,2012,37.2979,-79.9877,6,5,-5,10,54,19.4,66.9
20120605_194139.jpg,684,2012,37.2979,-79.9877,6,5,-5,13,54,20.6,69.1
20120605_204140.jpg,684,2012,37.2979,-79.9877,6,5,-5,14,54,21.7,71.1
20120606_071139.jpg,684,2012,37.2979,-79.9877,6,6,-5,2,6,14.0,57.2
20120606_104139.jpg,684,2012,37.2979,-79.9877,6,6,-5,4,54,13.3,55.9
20120606_144139.jpg,684,2012,37.2979,-79.9877,6,6,-5,8,54,13.9,57.0
20120606_181138.jpg,684,2012,37.2979,-79.9877,6,6,-5,13,7,17.0,62.6
20120608_051139.jpg,684,2012,37.2979,-79.9877,6,8,-5,0,54,14.4,57.9
20120608_071140.jpg,684,2012,37.2979,-79.9877,6,8,-5,0,54,14.4,57.9
20120608_141138.jpg,684,2012,37.2979,-79.9877,6,8,-5,6,54,13.3,55.9
20120608_154140.jpg,684,2012,37.2979,-79.9877,6,8,-5,9,54,20.6,69.1
20120609_051140.jpg,684,2012,37.2979,-79.9877,6,9,-5,0,54,16.7,62.1
20120609_064139.jpg,684,2012,37.2979,-79.9877,6,9,-5,0,54,16.7,62.1
20120609_071141.jpg,684,2012,37.2979,-79.9877,6,9,-5,0,54,16.7,62.1
20120609_191140.jpg,684,2012,37.2979,-79.9877,6,9,-5,11,54,26.7,80.1
20120610_054140.jpg,684,2012,37.2979,-79.9877,6,10,-5,0,54,17.8,64.0
20120610_121138.jpg,684,2012,37.2979,-79.9877,6,10,-5,4,54,17.2,63.0
20120610_154140.jpg,684,2012,37.2979,-79.9877,6,10,-5,9,54,24.4,75.9
20120610_184140.jpg,684,2012,37.2979,-79.9877,6,10,-5,12,54,29.4,84.9
20120612_211148.jpg,684,2012,37.2979,-79.9877,6,12,-5,13,54,28.9,84.0
20120612_214239.jpg,684,2012,37.2979,-79.9877,6,12,-5,15,54,29.4,84.9
20120612_231156.jpg,684,2012,37.2979,-79.9877,6,12,-5,15,54,29.4,84.9
20120612_234234.jpg,684,2012,37.2979,-79.9877,6,12,-5,17,54,29.4,84.9
20120613_091149.jpg,684,2012,37.2979,-79.9877,6,13,-5,1,54,19.4,66.9
20120613_104145.jpg,684,2012,37.2979,-79.9877,6,13,-5,4,54,20.0,68.0
20120613_171225.jpg,684,2012,37.2979,-79.9877,6,13,-5,9,54,25.6,78.1
20120613_214240.jpg,684,2012,37.2979,-79.9877,6,13,-5,15,54,27.8,82.0
20120614_054225.jpg,684,2012,37.2979,-79.9877,6,14,-5,0,54,17.2,63.0
20120614_191146.jpg,684,2012,37.2979,-79.9877,6,14,-5,11,54,23.3,73.9
20120614_221149.jpg,684,2012,37.2979,-79.9877,6,14,-5,14,54,25.0,77.0
20120614_231145.jpg,684,2012,37.2979,-79.9877,6,14,-5,15,54,25.6,78.1
20120615_064154.jpg,684,2012,37.2979,-79.9877,6,15,-5,0,54,19.4,66.9
20120615_114228.jpg,684,2012,37.2979,-79.9877,6,15,-5,5,54,17.8,64.0
20120615_191145.jpg,684,2012,37.2979,-79.9877,6,15,-5,11,54,23.9,75.0
20120615_194149.jpg,684,2012,37.2979,-79.9877,6,15,-5,13,54,23.9,75.0
20120616_131213.jpg,684,2012,37.2979,-79.9877,6,16,-5,5,54,13.9,57.0
20120616_174203.jpg,684,2012,37.2979,-79.9877,6,16,-5,11,54,22.8,73.0
20120616_184214.jpg,684,2012,37.2979,-79.9877,6,16,-5,12,54,23.3,73.9
20120616_224147.jpg,684,2012,37.2979,-79.9877,6,16,-5,16,54,24.4,75.9
20120617_084204.jpg,684,2012,37.2979,-79.9877,6,17,-5,2,54,16.7,62.1
20120617_114151.jpg,684,2012,37.2979,-79.9877,6,17,-5,5,54,13.9,57.0
20120617_171227.jpg,684,2012,37.2979,-79.9877,6,17,-5,9,54,20.0,68.0
20120617_214155.jpg,684,2012,37.2979,-79.9877,6,17,-5,15,54,24.4,75.9
20120618_054212.jpg,684,2012,37.2979,-79.9877,6,18,-5,0,54,21.1,70.0
20120618_061221.jpg,684,2012,37.2979,-79.9877,6,18,-5,0,54,21.1,70.0
20120618_114244.jpg,684,2012,37.2979,-79.9877,6,18,-5,5,54,19.4,66.9
20120618_131200.jpg,684,2012,37.2979,-79.9877,6,18,-5,6,41,19.0,66.2
20120619_054225.jpg,684,2012,37.2979,-79.9877,6,19,-5,0,54,20.6,69.1
20120619_114147.jpg,684,2012,37.2979,-79.9877,6,19,-5,5,54,20.6,69.1
20120619_161224.jpg,684,2012,37.2979,-79.9877,6,19,-5,8,54,22.2,72.0
20120619_174150.jpg,684,2012,37.2979,-79.9877,6,19,-5,11,54,28.3,82.9
20120620_064205.jpg,684,2012,37.2979,-79.9877,6,20,-5,0,54,22.8,73.0
20120620_074223.jpg,684,2012,37.2979,-79.9877,6,20,-5,1,54,21.7,71.1
20120620_211228.jpg,684,2012,37.2979,-79.9877,6,20,-5,13,54,32.2,90.0
20120620_204218.jpg,684,2012,37.2979,-79.9877,6,20,-5,14,54,33.3,91.9
20120621_074217.jpg,684,2012,37.2979,-79.9877,6,21,-5,1,54,23.3,73.9
20120621_094152.jpg,684,2012,37.2979,-79.9877,6,21,-5,3,54,22.2,72.0
20120621_154211.jpg,684,2012,37.2979,-79.9877,6,21,-5,9,54,28.3,82.9
20120621_181204.jpg,684,2012,37.2979,-79.9877,6,21,-5,10,54,29.4,84.9
20120622_054242.jpg,684,2012,37.2979,-79.9877,6,22,-5,0,54,25.0,77.0
20120622_141218.jpg,684,2012,37.2979,-79.9877,6,22,-5,6,54,23.3,73.9
20120622_191214.jpg,684,2012,37.2979,-79.9877,6,22,-5,11,54,26.7,80.1
20120622_214205.jpg,684,2012,37.2979,-79.9877,6,22,-5,15,54,31.1,88.0
20120623_121155.jpg,684,2012,37.2979,-79.9877,6,23,-5,4,54,20.0,68.0
20120623_171155.jpg,684,2012,37.2979,-79.9877,6,23,-5,9,54,25.6,78.1
20120623_211235.jpg,684,2012,37.2979,-79.9877,6,23,-5,13,54,30.6,87.1
20120623_204229.jpg,684,2012,37.2979,-79.9877,6,23,-5,14,54,30.6,87.1
20120624_081148.jpg,684,2012,37.2979,-79.9877,6,24,-5,0,54,20.6,69.1
20120624_111207.jpg,684,2012,37.2979,-79.9877,6,24,-5,3,54,18.0,64.4
20120624_144237.jpg,684,2012,37.2979,-79.9877,6,24,-5,8,54,23.3,73.9
20120624_181150.jpg,684,2012,37.2979,-79.9877,6,24,-5,10,54,27.2,81.0
20120625_084236.jpg,684,2012,37.2979,-79.9877,6,25,-5,2,54,20.6,69.1
20120625_144216.jpg,684,2012,37.2979,-79.9877,6,25,-5,8,54,24.4,75.9
20120625_164206.jpg,684,2012,37.2979,-79.9877,6,25,-5,10,54,28.3,82.9
20120625_224200.jpg,684,2012,37.2979,-79.9877,6,25,-5,16,54,31.1,88.0
20120627_064150.jpg,684,2012,37.2979,-79.9877,6,27,-5,0,54,17.8,64.0
20120627_091213.jpg,684,2012,37.2979,-79.9877,6,27,-5,1,54,16.7,62.1
20120627_094225.jpg,684,2012,37.2979,-79.9877,6,27,-5,3,54,14.4,57.9
20120627_154150.jpg,684,2012,37.2979,-79.9877,6,27,-5,9,54,23.3,73.9
20120628_051219.jpg,684,2012,37.2979,-79.9877,6,28,-5,0,54,20.0,68.0
20120628_074230.jpg,684,2012,37.2979,-79.9877,6,28,-5,1,54,18.9,66.0
20120628_091209.jpg,684,2012,37.2979,-79.9877,6,28,-5,1,54,18.9,66.0
20120628_224211.jpg,684,2012,37.2979,-79.9877,6,28,-5,16,54,35.6,96.1
20120629_054201.jpg,684,2012,37.2979,-79.9877,6,29,-5,0,54,30.0,86.0
20120629_061227.jpg,684,2012,37.2979,-79.9877,6,29,-5,0,54,30.0,86.0
20120629_101155.jpg,684,2012,37.2979,-79.9877,6,29,-5,2,54,29.4,84.9
20120629_164217.jpg,684,2012,37.2979,-79.9877,6,29,-5,10,54,33.9,93.0
20120702_191143.jpg,684,2012,37.2979,-79.9877,7,2,-5,11,54,29.4,84.9
20120702_204154.jpg,684,2012,37.2979,-79.9877,7,2,-5,14,54,33.3,91.9
20120702_221155.jpg,684,2012,37.2979,-79.9877,7,2,-5,14,54,33.3,91.9
20120702_231158.jpg,684,2012,37.2979,-79.9877,7,2,-5,15,54,33.3,91.9
20120703_111201.jpg,684,2012,37.2979,-79.9877,7,3,-5,3,54,21.7,71.1
20120703_121158.jpg,684,2012,37.2979,-79.9877,7,3,-5,4,54,21.1,70.0
20120703_151152.jpg,684,2012,37.2979,-79.9877,7,3,-5,7,54,24.4,75.9
20120703_184157.jpg,684,2012,37.2979,-79.9877,7,3,-5,12,54,33.9,93.0
20120704_131202.jpg,684,2012,37.2979,-79.9877,7,4,-5,5,54,22.8,73.0
20120704_174151.jpg,684,2012,37.2979,-79.9877,7,4,-5,11,54,31.7,89.1
20120704_201151.jpg,684,2012,37.2979,-79.9877,7,4,-5,12,54,33.9,93.0
20120704_041145.jpg,684,2012,37.2979,-79.9877,7,4,-5,20,54,27.8,82.0
20120705_101150.jpg,684,2012,37.2979,-79.9877,7,5,-5,2,54,25.0,77.0
20120705_134156.jpg,684,2012,37.2979,-79.9877,7,5,-5,7,54,26.1,79.0
20120705_161142.jpg,684,2012,37.2979,-79.9877,7,5,-5,8,54,28.3,82.9
20120705_214151.jpg,684,2012,37.2979,-79.9877,7,5,-5,15,54,34.4,93.9
20120706_051147.jpg,684,2012,37.2979,-79.9877,7,6,-5,0,54,25.0,77.0
20120706_141151.jpg,684,2012,37.2979,-79.9877,7,6,-5,6,54,22.8,73.0
20120706_164146.jpg,684,2012,37.2979,-79.9877,7,6,-5,10,54,30.0,86.0
20120706_211148.jpg,684,2012,37.2979,-79.9877,7,6,-5,13,54,34.4,93.9
20120707_054156.jpg,684,2012,37.2979,-79.9877,7,7,-5,0,54,26.7,80.1
20120707_141149.jpg,684,2012,37.2979,-79.9877,7,7,-5,6,54,23.9,75.0
20120707_191202.jpg,684,2012,37.2979,-79.9877,7,7,-5,11,54,34.4,93.9
20120707_004151.jpg,684,2012,37.2979,-79.9877,7,7,-5,18,54,36.7,98.1
20120708_054141.jpg,684,2012,37.2979,-79.9877,7,8,-5,0,54,28.3,82.9
20120708_221155.jpg,684,2012,37.2979,-79.9877,7,8,-5,14,54,37.8,100.0
20120708_041153.jpg,684,2012,37.2979,-79.9877,7,8,-5,20,54,29.4,84.9
20120708_034152.jpg,684,2012,37.2979,-79.9877,7,8,-5,21,54,27.8,82.0
20120709_084146.jpg,684,2012,37.2979,-79.9877,7,9,-5,2,54,25.6,78.1
20120709_104145.jpg,684,2012,37.2979,-79.9877,7,9,-5,4,54,25.0,77.0
20120709_154156.jpg,684,2012,37.2979,-79.9877,7,9,-5,9,54,28.3,82.9
20120709_181149.jpg,684,2012,37.2979,-79.9877,7,9,-5,10,54,29.4,84.9
20120710_101156.jpg,684,2012,37.2979,-79.9877,7,10,-5,2,54,22.8,73.0
20120710_161146.jpg,684,2012,37.2979,-79.9877,7,10,-5,8,54,20.6,69.1
20120710_231139.jpg,684,2012,37.2979,-79.9877,7,10,-5,15,54,27.2,81.0
20120710_014145.jpg,684,2012,37.2979,-79.9877,7,10,-5,19,54,26.7,80.1
20120711_111147.jpg,684,2012,37.2979,-79.9877,7,11,-5,3,54,21.1,70.0
20120711_104151.jpg,684,2012,37.2979,-79.9877,7,11,-5,4,54,21.1,70.0
20120711_191150.jpg,684,2012,37.2979,-79.9877,7,11,-5,11,54,26.7,80.1
20120711_224145.jpg,684,2012,37.2979,-79.9877,7,11,-5,16,54,26.7,80.1
20120712_084141.jpg,684,2012,37.2979,-79.9877,7,12,-5,2,54,20.0,68.0
20120712_154145.jpg,684,2012,37.2979,-79.9877,7,12,-5,9,54,22.2,72.0
20120712_184142.jpg,684,2012,37.2979,-79.9877,7,12,-5,12,54,23.9,75.0
20120712_211143.jpg,684,2012,37.2979,-79.9877,7,12,-5,13,54,25.0,77.0
20120713_091145.jpg,684,2012,37.2979,-79.9877,7,13,-5,1,54,22.0,71.6
20120713_174139.jpg,684,2012,37.2979,-79.9877,7,13,-5,11,54,23.0,73.4
20120713_204151.jpg,684,2012,37.2979,-79.9877,7,13,-5,14,54,25.0,77.0
