filename,camera_id,temp_f,humidity,solar_elevation,latitude,longitude,timestamp
20130101_091628.jpg,10066,26.6,55.0,-0.987825449917881,46.3833333,11.85,2013-01-01 06:55:00+00:00
20130101_114638.jpg,10066,27.0,55.0,4.403770344117207,46.3833333,11.85,2013-01-01 15:00:00+00:00
20130101_125725.jpg,10066,28.4,64.0,17.196668099888633,46.3833333,11.85,2013-01-01 12:55:00+00:00
20130101_154632.jpg,10066,26.6,69.0,5.040305187018283,46.3833333,11.85,2013-01-01 14:55:00+00:00
20130102_092726.jpg,10066,24.8,100.0,7.205821238304351,46.3833333,11.85,2013-01-02 07:55:00+00:00
20130102_121637.jpg,10066,28.4,86.0,18.355064482292047,46.3833333,11.85,2013-01-02 09:55:00+00:00
20130102_122724.jpg,10066,28.4,86.0,20.608205029642587,46.3833333,11.85,2013-01-02 10:55:00+00:00
20130102_124633.jpg,10066,28.4,86.0,20.24735318680136,46.3833333,11.85,2013-01-02 11:55:00+00:00
20130102_132725.jpg,10066,27.0,81.0,4.535338060978552,46.3833333,11.85,2013-01-02 15:00:00+00:00
20130103_114630.jpg,10066,32.0,43.0,4.672387890460037,46.3833333,11.85,2013-01-03 15:00:00+00:00
20130103_131639.jpg,10066,28.4,37.0,20.697149089250857,46.3833333,11.85,2013-01-03 10:55:00+00:00
20130103_145734.jpg,10066,32.0,55.0,5.3095856824472545,46.3833333,11.85,2013-01-03 14:55:00+00:00
20130103_151641.jpg,10066,32.0,38.0,17.43863391206789,46.3833333,11.85,2013-01-03 12:55:00+00:00
20130104_075729.jpg,10066,35.6,56.0,7.260024762507794,46.3833333,11.85,2013-01-04 07:55:00+00:00
20130104_111637.jpg,10066,35.6,60.0,13.832146211736218,46.3833333,11.85,2013-01-04 08:55:00+00:00
20130104_152728.jpg,10066,37.4,60.0,12.398497755837642,46.3833333,11.85,2013-01-04 13:55:00+00:00
20130105_092727.jpg,10066,35.6,60.0,7.297401425657178,46.3833333,11.85,2013-01-05 07:55:00+00:00
20130105_112733.jpg,10066,35.6,60.0,18.575978037618714,46.3833333,11.85,2013-01-05 09:55:00+00:00
20130105_122724.jpg,10066,35.6,60.0,20.897345394679732,46.3833333,11.85,2013-01-05 10:55:00+00:00
20130105_142724.jpg,10066,35.6,60.0,17.70741958819579,46.3833333,11.85,2013-01-05 12:55:00+00:00
20130106_085727.jpg,10066,33.8,70.0,13.955671039028738,46.3833333,11.85,2013-01-06 08:55:00+00:00
20130106_105723.jpg,10066,35.6,65.0,21.00851761281775,46.3833333,11.85,2013-01-06 10:55:00+00:00
20130106_134635.jpg,10066,39.2,49.0,17.851703124011685,46.3833333,11.85,2013-01-06 12:55:00+00:00
20130106_135724.jpg,10066,39.2,49.0,12.696812115082516,46.3833333,11.85,2013-01-06 13:55:00+00:00
20130107_082723.jpg,10066,30.2,60.0,-0.8816443412369923,46.3833333,11.85,2013-01-07 06:55:00+00:00
20130107_095724.jpg,10066,32.0,55.0,18.760230747246364,46.3833333,11.85,2013-01-07 09:55:00+00:00
20130107_101639.jpg,10066,30.2,55.0,7.392727514618454,46.3833333,11.85,2013-01-07 07:55:00+00:00
20130107_122728.jpg,10066,33.8,52.0,21.127011420468925,46.3833333,11.85,2013-01-07 10:55:00+00:00
20130107_141629.jpg,10066,35.6,44.0,20.86412885042837,46.3833333,11.85,2013-01-07 11:55:00+00:00
20130108_114635.jpg,10066,35.6,28.0,21.252775352696816,46.3833333,11.85,2013-01-08 10:55:00+00:00
20130108_115731.jpg,10066,35.6,28.0,21.00860969828904,46.3833333,11.85,2013-01-08 11:55:00+00:00
20130108_141633.jpg,10066,35.6,28.0,21.00860969828904,46.3833333,11.85,2013-01-08 11:55:00+00:00
20130108_145731.jpg,10066,37.4,33.0,6.076669923560303,46.3833333,11.85,2013-01-08 14:55:00+00:00
20130108_152726.jpg,10066,37.4,30.0,13.018438654518897,46.3833333,11.85,2013-01-08 13:55:00+00:00
20130109_115734.jpg,10066,39.2,31.0,21.1599732992272,46.3833333,11.85,2013-01-09 11:55:00+00:00
20130109_122726.jpg,10066,37.4,38.0,21.385754193211994,46.3833333,11.85,2013-01-09 10:55:00+00:00
20130109_125727.jpg,10066,37.4,41.0,13.187748860067218,46.3833333,11.85,2013-01-09 13:55:00+00:00
20130110_084639.jpg,10066,33.0,38.0,21.18002764200432,46.3833333,11.85,2013-01-10 12:00:00+00:00
20130110_111634.jpg,10066,30.2,55.0,14.288771441060371,46.3833333,11.85,2013-01-10 08:55:00+00:00
20130110_124634.jpg,10066,33.8,52.0,21.318141926300008,46.3833333,11.85,2013-01-10 11:55:00+00:00
20130110_131630.jpg,10066,33.8,52.0,21.525889975869795,46.3833333,11.85,2013-01-10 10:55:00+00:00
20130111_065742.jpg,10066,24.8,69.0,-0.0946532807333007,46.3833333,11.85,2013-01-11 06:55:00+00:00
20130111_115726.jpg,10066,26.6,69.0,21.483035382510725,46.3833333,11.85,2013-01-11 11:55:00+00:00
20130111_134632.jpg,10066,28.4,51.0,18.66874644276556,46.3833333,11.85,2013-01-11 12:55:00+00:00
20130111_151634.jpg,10066,28.4,51.0,18.66874644276556,46.3833333,11.85,2013-01-11 12:55:00+00:00
20130112_085734.jpg,10066,21.2,63.0,19.34832971029751,46.3833333,11.85,2013-01-12 09:55:00+00:00
20130112_091630.jpg,10066,19.4,68.0,-0.038182001368663454,46.3833333,11.85,2013-01-12 06:55:00+00:00
20130112_112740.jpg,10066,21.2,63.0,19.34832971029751,46.3833333,11.85,2013-01-12 09:55:00+00:00
20130112_134634.jpg,10066,23.0,74.0,18.850620982503628,46.3833333,11.85,2013-01-12 12:55:00+00:00
20130112_145729.jpg,10066,21.2,93.0,6.780563614075732,46.3833333,11.85,2013-01-12 14:55:00+00:00
20130113_124634.jpg,10066,26.6,80.0,21.832671275712705,46.3833333,11.85,2013-01-13 11:55:00+00:00
