filename,camera_id,temp_f,humidity,heat_index,solar_elevation,latitude,longitude,timestamp
20130101_091628.jpg,10066,26.6,55.0,26.6,-0.987825449917881,46.3833333,11.85,2013-01-01 06:55:00+00:00
20130101_114638.jpg,10066,27.0,55.0,27.0,4.403770344117207,46.3833333,11.85,2013-01-01 15:00:00+00:00
20130101_125725.jpg,10066,28.4,64.0,28.4,17.196668099888633,46.3833333,11.85,2013-01-01 12:55:00+00:00
20130101_154632.jpg,10066,26.6,69.0,26.6,5.040305187018283,46.3833333,11.85,2013-01-01 14:55:00+00:00
20130102_092726.jpg,10066,24.8,100.0,24.8,7.205821238304351,46.3833333,11.85,2013-01-02 07:55:00+00:00
20130102_121637.jpg,10066,28.4,86.0,28.4,18.355064482292047,46.3833333,11.85,2013-01-02 09:55:00+00:00
20130102_122724.jpg,10066,28.4,86.0,28.4,20.608205029642587,46.3833333,11.85,2013-01-02 10:55:00+00:00
20130102_124633.jpg,10066,28.4,86.0,28.4,20.24735318680136,46.3833333,11.85,2013-01-02 11:55:00+00:00
20130102_132725.jpg,10066,27.0,81.0,27.0,4.535338060978552,46.3833333,11.85,2013-01-02 15:00:00+00:00
20130103_114630.jpg,10066,32.0,43.0,32.0,4.672387890460037,46.3833333,11.85,2013-01-03 15:00:00+00:00
20130103_131639.jpg,10066,28.4,37.0,28.4,20.697149089250857,46.3833333,11.85,2013-01-03 10:55:00+00:00
20130103_145734.jpg,10066,32.0,55.0,32.0,5.309585682447255,46.3833333,11.85,2013-01-03 14:55:00+00:00
20130103_151641.jpg,10066,32.0,38.0,32.0,17.43863391206789,46.3833333,11.85,2013-01-03 12:55:00+00:00
20130104_075729.jpg,10066,35.6,56.0,35.6,7.260024762507794,46.3833333,11.85,2013-01-04 07:55:00+00:00
20130104_111637.jpg,10066,35.6,60.0,35.6,13.832146211736218,46.3833333,11.85,2013-01-04 08:55:00+00:00
20130104_152728.jpg,10066,37.4,60.0,37.4,12.398497755837642,46.3833333,11.85,2013-01-04 13:55:00+00:00
20130105_092727.jpg,10066,35.6,60.0,35.6,7.297401425657178,46.3833333,11.85,2013-01-05 07:55:00+00:00
20130105_112733.jpg,10066,35.6,60.0,35.6,18.575978037618714,46.3833333,11.85,2013-01-05 09:55:00+00:00
20130105_122724.jpg,10066,35.6,60.0,35.6,20.89734539467973,46.3833333,11.85,2013-01-05 10:55:00+00:00
20130105_142724.jpg,10066,35.6,60.0,35.6,17.70741958819579,46.3833333,11.85,2013-01-05 12:55:00+00:00
20130106_085727.jpg,10066,33.8,70.0,33.8,13.955671039028738,46.3833333,11.85,2013-01-06 08:55:00+00:00
20130106_105723.jpg,10066,35.6,65.0,35.6,21.00851761281775,46.3833333,11.85,2013-01-06 10:55:00+00:00
20130106_134635.jpg,10066,39.2,49.0,39.2,17.851703124011685,46.3833333,11.85,2013-01-06 12:55:00+00:00
20130106_135724.jpg,10066,39.2,49.0,39.2,12.696812115082516,46.3833333,11.85,2013-01-06 13:55:00+00:00
20130107_082723.jpg,10066,30.2,60.0,30.2,-0.8816443412369923,46.3833333,11.85,2013-01-07 06:55:00+00:00
20130107_095724.jpg,10066,32.0,55.0,32.0,18.760230747246364,46.3833333,11.85,2013-01-07 09:55:00+00:00
20130107_101639.jpg,10066,30.2,55.0,30.2,7.392727514618454,46.3833333,11.85,2013-01-07 07:55:00+00:00
20130107_122728.jpg,10066,33.8,52.0,33.8,21.127011420468925,46.3833333,11.85,2013-01-07 10:55:00+00:00
20130107_141629.jpg,10066,35.6,44.0,35.6,20.86412885042837,46.3833333,11.85,2013-01-07 11:55:00+00:00
20130108_114635.jpg,10066,35.6,28.0,35.6,21.252775352696816,46.3833333,11.85,2013-01-08 10:55:00+00:00
20130108_115731.jpg,10066,35.6,28.0,35.6,21.00860969828904,46.3833333,11.85,2013-01-08 11:55:00+00:00
20130108_141633.jpg,10066,35.6,28.0,35.6,21.00860969828904,46.3833333,11.85,2013-01-08 11:55:00+00:00
20130108_145731.jpg,10066,37.4,33.0,37.4,6.076669923560303,46.3833333,11.85,2013-01-08 14:55:00+00:00
20130108_152726.jpg,10066,37.4,30.0,37.4,13.018438654518896,46.3833333,11.85,2013-01-08 13:55:00+00:00
20130109_115734.jpg,10066,39.2,31.0,39.2,21.1599732992272,46.3833333,11.85,2013-01-09 11:55:00+00:00
20130109_122726.jpg,10066,37.4,38.0,37.4,21.385754193211994,46.3833333,11.85,2013-01-09 10:55:00+00:00
20130109_125727.jpg,10066,37.4,41.0,37.4,13.187748860067218,46.3833333,11.85,2013-01-09 13:55:00+00:00
20130110_084639.jpg,10066,33.0,38.0,33.0,21.18002764200432,46.3833333,11.85,2013-01-10 12:00:00+00:00
20130110_111634.jpg,10066,30.2,55.0,30.2,14.288771441060373,46.3833333,11.85,2013-01-10 08:55:00+00:00
20130110_124634.jpg,10066,33.8,52.0,33.8,21.318141926300008,46.3833333,11.85,2013-01-10 11:55:00+00:00
20130110_131630.jpg,10066,33.8,52.0,33.8,21.525889975869795,46.3833333,11.85,2013-01-10 10:55:00+00:00
20130111_065742.jpg,10066,24.8,69.0,24.8,-0.0946532807333007,46.3833333,11.85,2013-01-11 06:55:00+00:00
20130111_115726.jpg,10066,26.6,69.0,26.6,21.483035382510725,46.3833333,11.85,2013-01-11 11:55:00+00:00
20130111_134632.jpg,10066,28.4,51.0,28.4,18.66874644276556,46.3833333,11.85,2013-01-11 12:55:00+00:00
20130111_151634.jpg,10066,28.4,51.0,28.4,18.66874644276556,46.3833333,11.85,2013-01-11 12:55:00+00:00
20130112_085734.jpg,10066,21.2,63.0,21.2,19.34832971029751,46.3833333,11.85,2013-01-12 09:55:00+00:00
20130112_091630.jpg,10066,19.4,68.0,19.4,-0.0381820013686634,46.3833333,11.85,2013-01-12 06:55:00+00:00
20130112_112740.jpg,10066,21.2,63.0,21.2,19.34832971029751,46.3833333,11.85,2013-01-12 09:55:00+00:00
20130112_134634.jpg,10066,23.0,74.0,23.0,18.850620982503628,46.3833333,11.85,2013-01-12 12:55:00+00:00
20130112_145729.jpg,10066,21.2,93.0,21.2,6.780563614075732,46.3833333,11.85,2013-01-12 14:55:00+00:00
20130113_124634.jpg,10066,26.6,80.0,26.6,21.832671275712705,46.3833333,11.85,2013-01-13 11:55:00+00:00
20130113_132732.jpg,10066,26.6,80.0,26.6,21.832671275712705,46.3833333,11.85,2013-01-13 11:55:00+00:00
20130113_134629.jpg,10066,24.8,86.0,24.8,19.038420870866634,46.3833333,11.85,2013-01-13 12:55:00+00:00
20130113_154632.jpg,10066,23.0,86.0,23.0,6.968116617414126,46.3833333,11.85,2013-01-13 14:55:00+00:00
20130114_074630.jpg,10066,21.2,86.0,21.2,0.0920304114265302,46.3833333,11.85,2013-01-14 06:55:00+00:00
20130114_094639.jpg,10066,19.4,93.0,19.4,14.7355966458803,46.3833333,11.85,2013-01-14 08:55:00+00:00
20130114_095726.jpg,10066,21.2,86.0,21.2,19.633720372085183,46.3833333,11.85,2013-01-14 09:55:00+00:00
20130114_132728.jpg,10066,23.0,79.0,23.0,6.516657153522429,46.3833333,11.85,2013-01-14 15:00:00+00:00
20130114_161636.jpg,10066,23.0,86.0,23.0,14.11485078639992,46.3833333,11.85,2013-01-14 13:55:00+00:00
20130115_074629.jpg,10066,19.4,93.0,19.4,0.16593386066519,46.3833333,11.85,2013-01-15 06:55:00+00:00
